,text,pred
394,Rusun Daan Mogot dan Pulo Gebang Disiapkan untuk Isolasi Covid-19 https://t.co/E71eBx4PnQ,1
395,"RT @mytheorem: Its about time. Either mati sebab riot atau mati sebab kebulur. Kalau nasib tak baik, mati sebab covid.

Make it count.",-1
396,"RT @kamarul14: Rakyat di negeri Sarawak kini yang paling ramai sudah menerima suntikan dos pertama vaksin Covid-19.

Apa rahsianya? Cucuk d…",0
397,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
398,"RT @YRadianto: Rusak di dua sisi sekaligus. 

Jasmani oleh Covid-19, rohani oleh penyesatan para penjual agama. 

. 
(https://t.co/9qhqrdyo…",1
399,"RT @hanimomo: Bukak kilang sebab takut GDP affected, tapi affected juga. Dan rakyat nak 5,000 ni mati sebab covid. Belum campur sebab desak…",1
400,"RT @AwalilRizky: Pemerintah mengalokasikan dana covid-19 dan pemulihan ekonomi pada APBN 2020 dan 21. Estimasi IMF: 5,41% PDB. Dibawah rera…",0
401,"RT @handjobservice: Kalo ga percaya covid protokolnya cukup 1M, MODAR",-1
402,"RT @abangpalataoz: PKP sampai bila?
Selagi kilang buka dan orang kaya fikir poket sendiri tak fikir rakyat balaci macam kita.. sampai bila…",-1
403,"RT @vctrkmng: “Di sini kami merasa diterima masyarakat, beda dengan reaksi masyarakat di kota-kota lain..” ujar Covid Delta. https://t.co/s…",1
404,"RT @humas_jogja: Minggu (27/06), terdapat penambahan 830 kasus positif Covid-19. Kami ingatkan kembali agar masyarakat menjadi subjek dalam…",-1
405,"RT @afrkml: Let's make it simple.
COVID-19 bnyk yg sembuh itu BENER
Angka kematian COVID-19 rendah jg BENER

Tapi, masalah utamanya bukan i…",1
406,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
407,"RT @rzrizaldy: DPR memang gunanya utk mewakili rakyat, yang pingin jalan2 ke Bali diwakilin dewan nya aja, yang kena covid ya ttp rakyatnya…",0
408,Demi apa si gua masih cape ngakakkk liat tiktoknya kemenkes 😭. negatif covid si tapi keknya positif virusnya fajarkun 😭,0
409,RT @tempodotco: Ribuan Wisatawan Masuk Yogyakarta di Akhir Pekan dalam Masa Ledakan Covid-19 https://t.co/7sFQzsblmx #TempoTravel,-1
410,"RT @bitxt: bego bgt kok bisa2nya ya ada negara lockdown gara2 covid, kenapa ga dikorupsi aja duit bansosnya",-1
411,"@detikcom Aku padamu MAHASISWA, jangan takut dengan MONCONG PUTIH,,
Jangan terlalu nyaman dengan keadaan di Zaman s… https://t.co/HAegDTtDcR",1
412,"RT @dr_tompi: Berita antrian RS krn covid makin menggila. Hati2 semuaaa . Berusaha utk tdk sakit, semampunya...",0
413,@schfess sadar gasi dri dlu selalu klo ada acara mau skola offlen pasti deh covid naik tbtb,0
414,"RT @sideofdorothy: Yuk kalau positif COVID-19 jangan langsung panik ya!

PEDOMAN ISOLASI MANDIRI PASIEN POSITIF COVID-19 DI RUMAH.

- sebua…",1
415,"Malem kesayangan aku semua. Covid makin gencar penebarannya. Yg keluar, wajib ikutin protokol ya. Yg positif, mohon… https://t.co/yYFJrNDdEW",1
416,"Risiko kematian anak terinfeksi Covid-19 tinggi, belum bisa divaksin? 

#KhasLokadata #MediaLawanCovid19 
https://t.co/XZz3V8FWKh",1
417,"Jadi begimana inih?? ... what's should we do??

[Singapura Bersiap Nyatakan Perang Terhadap COVID-19 Selesai, Angga… https://t.co/jMItQAy2ua",1
418,RT @kominfodiy: Informasi Status COVID-19 Indonesia Masuk Kategori A1 High Risk dari WHO adalah Hoaks. Informasi tersebut perlu diluruskan…,0
419,"RT @mytheorem: Its about time. Either mati sebab riot atau mati sebab kebulur. Kalau nasib tak baik, mati sebab covid.

Make it count.",-1
420,RT @deisikseu6: Hallo temen2 mutual ku! Aku minta tolong RT &amp; Like ya. Papa nya temenku butuh donor plasma. Sekira ada kenalan yg pernah te…,-1
421,"@antialk0hol Lah bocah edan, selain positif covid lu juga positif ga punya otak ya? Astaghfirullah ada ya orang kay… https://t.co/VibIsP9zLv",1
422,"RT @kemalarsjad: Terima kasih teman2 yg baik yg sudah mengingatkan dan memberi sebuah pembelajaran untuk saya. Untuk itu, mohon diterima pe…",1
423,"RT @akibaryou: IGD RS di Jogja, dari kota sampe kabupaten, pada tutup. IGD lho ini, bukan cuma bangsal COVID.

Ini serius masih ga di-lockd…",0
424,"RT @ismailfahmi: Alhamdulillah istri udah negatif. Besok bisa kembali ke RS melayani pasien2 mungilnya. 

Terimakasih doa temen2 semua. Dan…",0
425,"RT @detikcom: Kasus positif COVID-19 di Daerah Istimewa Yogyakarta kian tak terkendali. Sepekan ini, kasus Corona kembali catatkan rekor ha…",1
426,"RT @dr_tompi: Berita antrian RS krn covid makin menggila. Hati2 semuaaa . Berusaha utk tdk sakit, semampunya...",0
427,Mending divonis covid tp tertangani dari awal daripada nyawa hilang gara2 ga tau kalo badan udah kena virus. Kalo s… https://t.co/Okm1yGzEUL,1
428,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
429,"RT @hanimomo: Bukak kilang sebab takut GDP affected, tapi affected juga. Dan rakyat nak 5,000 ni mati sebab covid. Belum campur sebab desak…",1
430,"RT @AwalilRizky: Pemerintah mengalokasikan dana covid-19 dan pemulihan ekonomi pada APBN 2020 dan 21. Estimasi IMF: 5,41% PDB. Dibawah rera…",0
431,RT @FKadrun: Keimanan... MashaAllah kebal dari covid :wudhu... Yaa Wudhu. https://t.co/pQzROtGjtx,1
432,"@iskyu_09 @collegemenfess Syukurlah kalau gk melonjak, jgn lupa stay safe

https://t.co/uLLFAI8pVA https://t.co/mSgT8N56nE",1
433,"RT @habibthink: Apakah kamu sudah dapat vaksin covid-19?

Bagi yang udah ikutan jawab, boleh banget polling ini diretweet.

Thanks a lot 🙏",1
434,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
435,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
436,RT @deisikseu6: Hallo temen2 mutual ku! Aku minta tolong RT &amp; Like ya. Papa nya temenku butuh donor plasma. Sekira ada kenalan yg pernah te…,-1
437,makin ramai yg burnout😢 haihhh ni semua sebab covid dengan govnvajabsh https://t.co/EBcjHp6zz4,1
438,"@thomas_vetra Udah lah guys koh tom jg udh minta maff atas kelalaiannya menyepelekan covid,stop juga bawa bawa btr ya lo org",-1
439,"RT @ehmazhi: @infomalang Dibutuhkan Donor Plasma Konvalesen, Golongan Darah 0+
Hubungi Nastiti 089678857488
-18-60 tahun
-berat badan lebih…",0
440,"RT @Hilmi28: Assalamu'alaikum Pak @erickthohir, mohon dievaluasi semua jajaran komisaris BUMN yg nirakhlaq. Jgn sampai keprihatinan masyara…",1
441,"RT @TheBookIRead2: Yang ini kebanyakan COVID-Smart gak nyadari : 
Banyak bidang yang kebanyakan gak bisa WFH. https://t.co/YeEOiCipVB",1
442,"RT @SuroSuwung: @IrutPagut Covid itu menyerang warga yg hidup di kompleks perumahan menengah kebawah at dusun, tdk mungkin menyerang di ist…",1
443,"RT @handjobservice: Kalo ga percaya covid protokolnya cukup 1M, MODAR",-1
444,"RT @handjobservice: Kalo ga percaya covid protokolnya cukup 1M, MODAR",-1
445,"Still use plan yg sama walaupun tau dah tak jdi,hmm..
Makin tenat,rakyat mati bukan sebab covid dah lani tp mati se… https://t.co/VEJ90q31QA",1
446,"RT @FerdinandHaean3: 😂😂😂
Prank terhebat sepanjang covid..!!",0
447,"RT @dutaMasarya: Saya Jadi Ingat, Menkopolhukan
Mahfud Md Pernah Sebut Tak Ada Sanksi Pidana bagi Pelanggar Protokol Kesehatan Covid-19  
h…",0
448,"Trus ibu nya di bawa ke rumah sakit nah sbnernya sbelum smpe di rumah sakit pun udh ga bernafas ga ada sakit, cuma… https://t.co/PyRZcdp4dW",-1
449,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
450,RT @karmenlunarx: Rina Potong Usus sibuk dengan kawasan parlimen orang lain. Kotak bantuan makanan tempek muka dia khuatir orang tak tahu d…,1
451,"Kebenarannya belum dapat dipercaya, hasil study dan analisa pakar manapun, bahwa penularan covid itu karena ada ker… https://t.co/jMFaB56Cwg",-1
452,"RT @projectm_org: Sebulan terakhir, kami mencatat  pelbagai stori pengalaman masyarakat adat menghadapi pandemi. Kearifan mereka tampak kon…",1
453,Pengen vaksin covid bumil tp antrian buat vaksinnya aja masih bejubel gitu lhooo :'(,0
454,"Kasus Covid-19 Meroket, Ariza: Tenda Darurat Sudah Disiapkan di 22 RSUD #LengkapCepatBeritanya #BeritaTerkini… https://t.co/P8B1wwOq6D",1
455,RT @nursafiyraa: Best nya tengok negara lain dah bebas Covid while Malaysia pak menteri still sibuk berebut kuasa and anggap Covid macam ta…,-1
456,"RT @HermyRahim: Kes covid tinggi waknat. 

Sedikit video mat. 

Muka barai tu sebab euro mat! https://t.co/yoq3BE9LL4",-1
457,"Vaksin solusi untuk perang melawan covid-19.!!

#VaksinBawaDampakBaik https://t.co/Ly2I24iEj3",1
458,"@nadhirahzahar Hahaha.. sy diberhenti kerja august tahun lepas,bos melingkup sbb covid. Sedihnyaaa.semoga awak dimewahkan rezeki 🥰",-1
459,"RT @habibthink: Apakah kamu sudah dapat vaksin covid-19?

Bagi yang udah ikutan jawab, boleh banget polling ini diretweet.

Thanks a lot 🙏",1
460,"RT @detikHealth: Singapura mulai bersiap menuju new normal, menganggap COVID-19 sebagai penyakit endemik selayaknya flu. Sejumlah pembatasa…",1
461,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
462,@himantabiswa Dukhia burok hanti diyok. Covid Or namot nichola bur a bohut kostot ase sir.,1
463,"RT @kamarul14: Rakyat di negeri Sarawak kini yang paling ramai sudah menerima suntikan dos pertama vaksin Covid-19.

Apa rahsianya? Cucuk d…",0
464,"RT @hanimomo: Bukak kilang sebab takut GDP affected, tapi affected juga. Dan rakyat nak 5,000 ni mati sebab covid. Belum campur sebab desak…",1
465,"RT @Rian_TJ: Sama covid ga percaya. 
Sama ""aku ama dia ga ada apa2"", percaya..

Yhaaaaa..",1
466,"RT @naqifadri: Korang nak cari cara untuk menyumbang masa covid ni?

Tempat aku volunteer, CAC Malawati, khemah sedia ada akan kena tarik b…",0
467,RT @PutraWadapi: Seluruh dunia sibuk dgn ancaman Covid-19 tapi hanya di Indonesia yg rakyat dituduh  melanggar prokes dipenjara 4 tahun dgn…,1
468,RT @wanneilish: tiba tiba dia menjauh padahal aku tak positif covid.,-1
469,RT @wanneilish: tiba tiba dia menjauh padahal aku tak positif covid.,-1
470,"RT @miraclecathy: Patuhi prokes ya guys, ini varian India parah banget. Guampaang banget nularnya. Pake masker yg bener, jangan ada celah.…",-1
471,"RT @IrutPagut: James Riyadi: 10 Tahun Mendatang, Rakyat China Akan Eliminasi Pribumi Indonesia https://t.co/SbBaWbIrCE #ForumKaskus 
BISA T…",-1
472,"@dw_wy0898 Pantesan.. OMG..gegara covid nih, mendadak ga connect",-1
473,"RT @antialk0hol: ini orang + covid dan dia berkeliaran keluar rumah terus salam salaman (sengaja) sama temen temen nya, gue tegor malah di…",0
474,"RT @Bola_Jakarta: Sama covid ga percaya tapi kalo ""aku begini sama kamu doang"" percaya.",-1
475,"RT @limweijiet: Menteri Kesihatan UK letak jawatan kerana langgar SOP Covid-19.

Di sini, pelbagai alasan diberi, termasuk dalil kisah buru…",-1
476,"Jokowi Naikkan Target Vaksinasi Covid-19 Jadi 2 Juta Suntikan per Hari |
#MenolakMatiKarenaCovid
@WagimanDeep212_… https://t.co/UajX8PBzqW",1
477,"RT @__Sridiana_3va: Barusan teman nangis telpon mamanya butuh ICU,jangankan ICU..2 orang tua yg kami sayangi sj skrg kondisi dirumah,belum…",1
478,"RT @WidyoLita: Beliau2 para nakes itu,
Sebenarnya juga sudah lama lelah badan &amp; hati.
 
Orang awam seperti kita, jika lelah fisik &amp; mental…",0
479,RT @Mtrswn_: COVID bajingan !!!,-1
480,"RT @Hilmi28: Assalamu'alaikum Pak @erickthohir, mohon dievaluasi semua jajaran komisaris BUMN yg nirakhlaq. Jgn sampai keprihatinan masyara…",1
481,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
482,"Jika dah kena berhenti kerja, jangan terlalu berharap  akan diterima kembali kerja. Zaman selepas covid akan sangat… https://t.co/kBNB6L9ccg",1
483,"RT @makLambeTurah: Singapura Bersiap Nyatakan Perang Terhadap COVID-19 Selesai, Anggap Seperti Flu Biasa
https://t.co/9FnXxNWCsr https://t.…",1
484,"RT @Timobros: Hati-hati COVID Sobat,
Rumah sakit jakarta ngantri semua. Sampe begging begging nangis minta spot. Ngantrian bisa puluhan.

S…",1
485,RT @detikcom: Kabar duka kembali menyelimuti dunia kesehatan Kota Surabaya. Seorang dokter meninggal terpapar COVID-19. https://t.co/yGxCBp…,1
486,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
487,2301 hrs: Aliran trafik lancar di sepanjang LSA. Hati - hati memandu. Terus berdisiplin dalam mematuhi SOP bagi mem… https://t.co/5IAP7VWxHa,1
488,"RT @PmtgPauhP044: Pada 14 Jun, YB @n_izzah telah menghantar surat kepada Menteri Kesihatan berkenaan kebajikan pekerja kontrak KKM semasa p…",1
489,aku aja yang udah bener² patuh sama prokes dan ga pernah keluar rumah sama sekali kecuali ada urusan yang bener² pe… https://t.co/dxYJrs9G81,1
490,RT @CrownCLownX13: @kurawa Di Indo itu banyak org tolol sungguh. Dibilangnya banyak org mati itu bkn krn Covid tp krn comorbidnya. Logika o…,0
491,"belom lg ada penyakit bawaan dari dalem tubuh, buat kalian yang masih ngeremehin kaya gini tolong mulai diwaspadai… https://t.co/HnRxQIBpBn",1
492,"barusan nelpon mantan nanyain kabar karna dia covid juga. dia bilang ‘cepat sembuh km ya’ ‘iya km juga, bye’. habis… https://t.co/yQK9xNeEGp",1
493,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
494,"RT @wisanggeni_084: Luaaarr Biasaaa... 
Kota Solo sdh siap tenda2 UGD utk pasien Covid-19. https://t.co/1feecBXsdj",0
495,"RT @byzulfadhlizin: Alhamdulillah. Dapat result, aku &amp; officemate aku negatif covid lepas buat PCR .

Dengan izin Allah, YES VAKSIN BERKESA…",0
496,"Kapolres Mojokerto AKBP Dony Alexander, S.I.K., M.H. beserta Staf dan Jajaran mengucapkan Selamat memperingati Hari… https://t.co/u8KM9bnFxH",-1
497,"RT @DPP_PKB: Ketua Umum DPP PKB, Gus Muhaimin Iskandar @cakimiNOW mengajak musisi Indonesia untuk bangkit di tengah pandemi Covid-19.
https…",0
498,"RT @hrdbacot: #flexingcot fasilitas kesehatan yg diberikan kantor yuk!

sharing dong bentuk faskes apa yg diberikan kantor slm covid? kalo…",1
499,"RT @rzrizaldy: DPR memang gunanya utk mewakili rakyat, yang pingin jalan2 ke Bali diwakilin dewan nya aja, yang kena covid ya ttp rakyatnya…",0
500,"[INFO UMUM]

Status terkini Covid-19 &amp; kes baharu mengikut negeri di Malaysia (27 Jun 2021)

Sumber : KEMENTERIAN K… https://t.co/R0UPneQed7",1
501,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
502,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
503,RT @amofficialmy: Kedai buku &amp; kedai komputer ni pusat penyebaran COVID ke lahanat? Kau boleh bagi syarikat pinjam duit bukak tapi kedai bu…,0
504,RT @nursafiyraa: Best nya tengok negara lain dah bebas Covid while Malaysia pak menteri still sibuk berebut kuasa and anggap Covid macam ta…,-1
505,"RT @dr_tompi: Berita antrian RS krn covid makin menggila. Hati2 semuaaa . Berusaha utk tdk sakit, semampunya...",0
506,RT @gentsemane: kasus covid naik -&gt; panik -&gt; galakkin vaksinasi masal -&gt; sentra vaksinasi gak disiapkan dengan baik -&gt; pengunjung membeluda…,0
507,RT @Marchfoward: Kementerian Kesihatan Palestin mengumumkan 82 kes baru Covid 19 dgn 1 kematian hari ini,1
508,"RT @mytheorem: Its about time. Either mati sebab riot atau mati sebab kebulur. Kalau nasib tak baik, mati sebab covid.

Make it count.",-1
509,"RT @dr_tompi: Berita antrian RS krn covid makin menggila. Hati2 semuaaa . Berusaha utk tdk sakit, semampunya...",0
510,Kawasan industri dinilai berperan penting dalam upaya mempercepat pemulihan ekonomi nasional dari dampak pandemi Co… https://t.co/0GF32lv2w1,-1
511,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
512,"RT @_AmranFans: Alhamdulillah, kedai makan dh boleh beroperasi sampai 10 mlm. Akhirnya kerajaan faham bahawa Covid 19 bukan keluar selepas…",1
513,@croquemonsr @covid gua jmput ntr yaa sayangg,0
514,@bdngfess Si covid ge prank euy ceuk urg mah :(,0
515,"RT @akibaryou: IGD RS di Jogja, dari kota sampe kabupaten, pada tutup. IGD lho ini, bukan cuma bangsal COVID.

Ini serius masih ga di-lockd…",0
516,"RT @IrKhairilNizam: KELONGGARAN DI DAERAH HIJAU, TUTUP SEKTOR KILANG

Menurut Kenyataan Media Tan Sri Dato’ Seri Dr. Noor Hisham Abdullah,…",1
517,"Kawan saya : Tuh orang gila kesana kemari nggak pakai masker nggak ada yang kena Covid. 

Saya jawab : orang gila j… https://t.co/ne8cW1mkMn",-1
518,"RT @_AnakKolong: BIANG KEROKNYA PENCERAMAH AGAMA ""TERTENTU"" | salah satunya ; 
.
.
S O M A D 
.
.
.
cc @YaqutCQoumas @Kemenag_RI @KemenkesR…",0
519,"RT @detikcom: Singapura mulai bersiap menuju new normal, menganggap COVID-19 sebagai penyakit endemik selayaknya flu. Sejumlah pembatasan m…",1
520,Patroli Dialogis Di Lakukan Polres Seruyan Guna Cegah Covid-19 https://t.co/JxmdzoGGH5,1
521,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
522,"@jogmfs aku tambahin ide konspirasi lain nder, knp RS keliatan rame? ya krn pd ngantri buat fucksin tp sama media d… https://t.co/Os7TuwKw5p",1
523,"RT @GoRiauCom: Bertambah 21.095, Total Kasus Covid-19 di Tanah Air 2.093.962 Orang, 56.729 Wafat https://t.co/dRuWvQ7EQy",-1
524,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
525,Grup wa bahas covid 24 jam. Trus barusan lewat salah satu RS di Pekalongan liat nakes yg lagi clear area masukin je… https://t.co/zSqjBNxndI,1
526,"@bewoking ""Genosida"" 2
Salah Satu Program Untuk Pengurangan Jumlah Penduduk Di Seluruh Dunia Hingga Hanya 15% saja… https://t.co/pb0OnOnT6O",1
527,"@cudble gue percaya covid, tp lebih percaya tu kata kata😭👎🏻",1
528,RT @FKadrun: Keimanan... MashaAllah kebal dari covid :wudhu... Yaa Wudhu. https://t.co/pQzROtGjtx,1
529,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
530,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
531,"Apa krisis terbesar bangsa saat ini? PANDEMI Covid. Bukan pelemahan kpk, bukan korupsi. 
Bayangkan jika semua mahas… https://t.co/ZIj6OtV2fy",1
532,RT @deisikseu6: Hallo temen2 mutual ku! Aku minta tolong RT &amp; Like ya. Papa nya temenku butuh donor plasma. Sekira ada kenalan yg pernah te…,-1
533,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
534,"RT @afifahafra79: Membunuh orang gak selalu dengan pedang. Cukup bilang: Covid tidak berbahaya. Covid konspirasi. Covid itu bohong. 

Makin…",0
535,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
536,"RT @RodriChen: Sy tahu kondisi sistem kesehatan di NTT. Alasan COVID blm menggila di sana adlh keterbatasan transport dr Jawa, mobilitas pe…",1
537,"RT @Reiza_Patters: Berkata Kasar ke Gubernur Anies Baswedan, Ternyata Kemal Arsjad Pernah Terjerumus Narkotika

https://t.co/QizQ60ocd3 

P…",-1
538,"RT @3bearinthedark: Selagi ngurusin keluarga yg covid ini gue jd menemukan beberapa point yg orang sering lupa:

1. With current rate, lu h…",-1
539,"RT @lyndaibrahim: Pecah rekor kasus positif Covid-19 beruntun dalam 6 hari.

21 Juni: 14536
23 Juni: 15308
24 Juni: 20574
26 Juni: 21095.…",1
540,RT @nursafiyraa: Best nya tengok negara lain dah bebas Covid while Malaysia pak menteri still sibuk berebut kuasa and anggap Covid macam ta…,-1
541,Kasus Covid di kantor mulai naik..tiap harinya selalu bertambah yg terkonfirmasi..cluster perkantoran ini benar2 be… https://t.co/9tBRMyetOU,1
542,"RT @kamarul14: Rakyat di negeri Sarawak kini yang paling ramai sudah menerima suntikan dos pertama vaksin Covid-19.

Apa rahsianya? Cucuk d…",0
543,"RT @PendekarMPT: Ancaman wabah covid itu nyata, butuh kerjasama yang solid,

Pemerintah : membuat regulasi, memberikaan jaminan sosial, jam…",1
544,Cegah penyebaran Covid-19 Personil Polsek Ngombol bagian masker gratis di pasar tradisional. https://t.co/XVF68BBMg4,1
545,"RT @pribumi_org: Mengabdi di masa pendemi, jualan kata2. Mereka ingin dilihat sdg berbuat dan covid nya nyata. Tapi dipermalukan oleh ketol…",-1
546,RT @amofficialmy: Kedai buku &amp; kedai komputer ni pusat penyebaran COVID ke lahanat? Kau boleh bagi syarikat pinjam duit bukak tapi kedai bu…,0
547,Pembelajaran Tatap Muka Bisa Sebabkan Kasus Covid-19 pada Anak Makin Tinggi https://t.co/jLWZRBtcYg https://t.co/tLhMQqjEgf,1
548,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
549,"RT @rizieqdivist: Ya Allah, semoga semua nakes di RS yg merawat aku diberikan kesehatan, kekuatan dan ketabahan dlm merawat pasien Covid la…",-1
550,"@Askrlfess Bilang ke temenmu, yaudah gih sono sokk bantuin nakes sama dokter di rs / wisma atlet. nanti kalo dia ya… https://t.co/7TVVSbAVLD",0
551,"RT @mustikaulia: Sedikit cerita dari driver gocar pas Satria keluar wisma atlet:

“Temen saya juga kemarin kena covid mas. Gara2 males ikut…",-1
552,"RT @projectm_org: Sebulan terakhir, kami mencatat  pelbagai stori pengalaman masyarakat adat menghadapi pandemi. Kearifan mereka tampak kon…",1
553,"yallah capek sama sakit banget ini gejala covid udah semingguan, sakit banget yallah udah dikasih obat tetep ga turun demamnya",-1
554,"RT @tiuwtiw: Tidak sampai 5 hari setelah dinyatakan positif COVID, kawan saya meninggal. Hidupnya sehat, rajin yoga, tidak pernah merokok,…",1
555,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
556,"@ensitimenangis @schfess Katanya covid naik pas mau sekolah offline, pro tentang covid dikatain, vaksin keluar mala… https://t.co/KB3Kj6s8H2",0
557,"Waspada! KM.Egon Mau Merapat di Waingapu, 8 ABK Positif Rapid AG Covid-19 https://t.co/tcfdLrh023",1
558,"RT @cudble: ama covid gapercaya, giliran di chat “aku janji bakal berubah” percaya",-1
559,RT @nuriyliamalek: Covid tak berjangkit dekat menteri ke? #tanyaje,-1
560,Kegagalan sektor perkilangan mematuhi SOP telah membantutkan usaha kerajaan memutuskan rantaian COVID-19.… https://t.co/2BPTfMzyvU,1
561,RT @AndiKhomeini: Dexamethason. Orang sehat dan pasien COVID gejala ringan tolong hindari obat itu. Sistem imun kalian harus bekerja optima…,1
562,Polsek Kalidawir Sosialisasi 5M dan Membagikan Masker Guna Memutus Mata Rantai Penyebaran Covid-19 Yang Ada di Wila… https://t.co/dGaMFN6zJj,1
563,@thomas_vetra Covid di sepelekan.. memang kelakuan sesuai namanya di alkitab Thomas.,1
564,RT @FKadrun: Keimanan... MashaAllah kebal dari covid :wudhu... Yaa Wudhu. https://t.co/pQzROtGjtx,1
565,"RT @habibthink: Apakah kamu sudah dapat vaksin covid-19?

Bagi yang udah ikutan jawab, boleh banget polling ini diretweet.

Thanks a lot 🙏",1
566,Polsek Pakel Sosialisasi 5M dan Membagikan Masker Guna Memutus Mata Rantai Penyebaran Covid-19 Yang Ada di Wilayah… https://t.co/gFHNHOAGWe,1
567,"RT @Timobros: Hati-hati COVID Sobat,
Rumah sakit jakarta ngantri semua. Sampe begging begging nangis minta spot. Ngantrian bisa puluhan.

S…",1
568,yang udah abis duit banyak cuman buat test covid sih harusnya skrg stories nya udah bisa di swab up 👆,0
569,RT @nuriyliamalek: Covid tak berjangkit dekat menteri ke? #tanyaje,-1
570,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
571,"RT @azmanrocks: Alhamdulillah. Sejak pengharaman penjualan lampu elektrik, kes COVID-19 seluruh negara turun medadak.",1
572,"RT @azmanrocks: Alhamdulillah. Sejak pengharaman penjualan lampu elektrik, kes COVID-19 seluruh negara turun medadak.",1
573,Ribuan Wisatawan Masuk Yogyakarta di Akhir Pekan dalam Masa Ledakan Covid-19 https://t.co/eZQzW4DCj3,-1
574,RT @qtnun: bilalah dapat keluar tanpa rasa takut kena covid atau saman :(,1
575,"RT @YRadianto: Rusak di dua sisi sekaligus. 

Jasmani oleh Covid-19, rohani oleh penyesatan para penjual agama. 

. 
(https://t.co/9qhqrdyo…",1
576,"RT @anwaribrahim: Alhamdulillah, kedai-kedai makan telah dilanjutkan operasi. Mungkin sekarang ada data dan hujah sains untuk langkah ini.…",-1
577,RT @AndiKhomeini: Dexamethason. Orang sehat dan pasien COVID gejala ringan tolong hindari obat itu. Sistem imun kalian harus bekerja optima…,1
578,"RT @vctrkmng: “Di sini kami merasa diterima masyarakat, beda dengan reaksi masyarakat di kota-kota lain..” ujar Covid Delta. https://t.co/s…",1
579,"RT @dr_tompi: Berita antrian RS krn covid makin menggila. Hati2 semuaaa . Berusaha utk tdk sakit, semampunya...",0
580,"RT @AnnisaPohan: Bukannya membaik, malah lebih buruk dari kondisi terburuk terakhir bahkan terburuk selama Pandemi ini, stay safe everyone,…",-1
581,"RT @Reiza_Patters: Berkata Kasar ke Gubernur Anies Baswedan, Ternyata Kemal Arsjad Pernah Terjerumus Narkotika

https://t.co/QizQ60ocd3 

P…",-1
